DEBUG 2024-10-05 08:39:15,883 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\events.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,884 autoreload File D:\project\myenv\Lib\site-packages\rest_framework\schemas\generators.py first seen with mtime 1728060443.7390802
DEBUG 2024-10-05 08:39:15,885 autoreload File D:\project\myenv\Lib\site-packages\django\utils\crypto.py first seen with mtime 1728060347.7040071
DEBUG 2024-10-05 08:39:15,886 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\email\iterators.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,887 autoreload File D:\project\myenv\Lib\site-packages\psycopg2\errors.py first seen with mtime 1728060443.4848144
DEBUG 2024-10-05 08:39:15,888 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\mixins.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,890 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\enum.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,890 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\log.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,891 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\fields\proxy.py first seen with mtime 1728060347.5849805
DEBUG 2024-10-05 08:39:15,892 autoreload File D:\project\myenv\Lib\site-packages\rest_framework\utils\humanize_datetime.py first seen with mtime 1728060443.8088942
DEBUG 2024-10-05 08:39:15,893 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_tasks.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,895 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\re\__init__.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,896 autoreload File D:\project\myenv\Lib\site-packages\django\views\generic\base.py first seen with mtime 1728060347.7479386
DEBUG 2024-10-05 08:39:15,898 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\enums.py first seen with mtime 1728060347.570022
DEBUG 2024-10-05 08:39:15,899 autoreload File D:\project\myenv\Lib\site-packages\django\contrib\contenttypes\fields.py first seen with mtime 1728060346.064368
